fname_c1	fname_c2	lname_c1	lname_c2	by	bm	bd
RUDOLF	NA	MUELLER	NA	1926	11	15
JENS	JUERGEN	BOEHM	NA	1930	12	17
HANS	NA	KELLER	NA	1945	11	11
STEFAN	NA	WALTER	NA	1944	9	24
STEFAN	NA	KOEHLER	NA	1985	1	12
MARTIZN	OLAF	SCHULZE	NA	1942	7	5
WERNER	NA	SCHULTE	NA	1996	5	29
HEINZ	NA	MUELLER	NA	1990	12	29
DIRK	THORSTEN	LANGE	NA	1979	12	5
VOLKER	NA	ALBRECHT	NA	1968	9	28
THORSTEN	OLIVER	SCHULZ	NA	1983	9	20
THOMAS	NA	WINKLER	NA	1949	7	28
WERNER	NA	MUELLER	NA	1930	9	8
WERNER	NA	VOIGT	NA	1969	1	8
HARALD	NA	BERGER	NA	1973	4	2
FRANK	NA	MAYER	NA	1979	7	4
PETER	NA	WEISS	NA	1971	5	21
ANDREAS	NA	SCHNEIDER	NA	1944	8	30
OLAF	NA	GROSS	NA	1997	3	12
HELMUT	NA	HOFFMANN	NA	1981	7	21
HOLGER	NA	JUNG	NA	1986	5	19
HERBERT	NA	SCHUBERT	NA	1953	10	22
MANFRED	NA	KELLER	NA	1967	7	29
WOLFGANG	NA	WEBER	NA	1996	9	9
INGOT	NA	GUENTHER	NA	1966	1	26
OLIVER	STEFAN	SCHWARZ	NA	1966	2	14
CHRISTIAN	NA	SCHMODT	NA	1946	2	9
JOERG	NA	WOLF	NA	1966	12	14
ULRICH	NA	LANG	NA	1988	7	14
GERD	NA	HEINRICH	NA	1982	10	18
STEFAN	STEFAN	HERRMANN	NA	1998	3	30
LARS	NA	WERNER	NA	1968	11	12
UWE	NA	SIMON	NA	1959	2	3
STEFAN	NA	WINKLER	NA	1969	7	8
PAUL	NA	SCHMITZ	NA	1972	2	16
STEFAN	RALF	SCHUMACHER	NA	1982	1	5
MARKUS	NA	NEUMANN	NA	1970	3	8
PETER	NA	BAUER	NA	1969	5	26
MATTHIAS	NA	KUEHN	NA	2003	7	4
JUERGEN	NA	SCHMITZ	NA	1964	5	22
PETER	NA	MUELLER	NA	1959	11	25
HORST	NA	HUBER	NA	1932	8	24
DIETER	NA	SCHNEIDER	NA	2000	4	27
AXEL	NA	KLEIN	NA	1960	9	10
DANIEL	NA	MEYER	NA	1948	2	11
MICHAEL	NA	SCHMDT	NA	1984	7	8
SIEGFRIED	NA	BRAUN	NA	1991	6	10
NILS	NA	BECK	NA	2001	3	29
RALF	NA	MEYER	NA	1954	8	4
JOERG	NA	KLEIN	NA	1965	12	4
STEFAN	NA	KUHN	NA	1966	11	10
SVEN	NA	SCHMITT	NA	1968	12	14
TOBIAS	ALFRED	FRIEDRICH	NA	1990	7	22
KLAUS	NA	BECKER	NA	1966	11	2
CHRISTIAN	NA	ENGEL	NA	1932	5	12
KLAUS	NA	FISCHER	NA	1964	12	7
ULRICH	NA	KRUEGER	NA	1977	11	16
JOACHDIM	NA	KLEIN	NA	1982	6	24
JENS	NA	BECKER	NA	1933	10	5
ALEXANDER	NA	SOMMER	NA	1946	1	5
JUERGEN	NA	HOFFMANN	NA	1933	7	7
MATTHIAS	NA	LEHMANN	NA	1967	11	8
FRITZ	NA	KELLER	NA	1980	4	11
HANS	NA	SCHMIC	NA	1963	2	25
JUERGEN	NA	HAAS	NA	2002	11	1
DIETER	NA	MUELLER	NA	1955	8	30
GUENTHER	NA	KAISER	NA	1977	1	25
WERNER	NA	ZIEGLER	NA	1966	8	4
JENS	NA	SCHMIDT	NA	1979	3	27
DIRK	NA	MEYER	NA	2007	12	15
JUERWGEN	NA	KELLER	NA	1950	9	5
THOMAS	NA	WINKLER	NA	1956	11	5
FRANK	NA	SCHNEIDER	NA	1967	10	25
GUENTHER	NA	KOCH	NA	1954	1	26
HELMUT	NA	LUDWIG	NA	1971	4	14
MICHAEL	NA	SCHNEIDER	NA	1970	5	21
CARSTEN	NA	HARTMANN	NA	1942	4	13
GUENTTHER	NA	HOFFMANN	NA	1942	11	11
CARSTEN	NA	BAUMANN	NA	1953	3	8
WOLFGANG	NA	MUELLER	NA	1986	10	10
HORST	MATTHIAS	NEUMANN	NA	1963	1	5
MICHAEL	THORSTEN	SCHMIDT	NA	1935	1	18
ERICH	NA	RICHTER	NA	1997	1	30
PAUL	NA	MAIER	NA	1930	6	19
MATTHIAS	NA	SCHAEFER	NA	1991	9	3
MICHAEL	NA	SIMON	NA	1940	10	24
MARKUS	NA	KRAUSE	NA	1928	2	5
JENS	NA	DIETRICH	NA	1968	5	24
PAUL	NA	MAIER	NA	1947	6	11
MAIK	NA	FISCHER	NA	1940	8	29
MANFRED	NA	WALTER	NA	1938	5	25
WOLFGANG	NA	KLEIN	NA	1972	12	20
KLAUS	NA	HOFFMANN	NA	1960	12	1
OLIVER	NA	SCHAEFER	NA	1970	11	6
JUERGEN	NA	KRAUS	NA	1962	11	7
MATTHIAS	NA	HUBER	NA	1988	8	26
KURT	NA	SCHNEIDER	NA	1945	2	8
GUENTHER	NA	RICHTER	NA	1999	5	24
DIETER	NA	BECK	NA	1944	9	1
MARKUS	NA	SCHMIDT	NA	1991	2	4
RAINER	NA	SCHWARZ	NA	2008	1	26
PETER	NA	SCHULZ	NA	1947	8	22
GUENTHER	NA	VOGT	NA	1970	8	2
WOLFGQANG	NA	PFEIFFER	NA	1924	8	11
THOMAS	NA	SCHULZ	NA	1968	1	24
THORSTEN	NA	LANGE	NA	1980	7	29
FRANK	NA	FRANKE	NA	1955	2	9
DIETER	NA	BRAUN	NA	1997	2	26
ANDREAS	NA	SCHULZE	NA	1939	1	24
HELMUT	JENS	SCHUBERT	NA	1967	5	12
PAUBL	NA	MAIER	NA	1947	6	11
KLAUS	NA	FISCHER	NA	1954	8	6
RENE	NA	MUELLER	NA	1980	8	27
UWE	NA	MUELLER	NA	1961	3	25
KARL	NA	POHL	NA	1987	12	30
THORSTEN	NA	ENGEL	NA	1952	8	8
KURT	NA	SEIDEL	NA	1975	10	20
UWE	NA	SCHULZ	NA	1945	11	4
WOLFGANG	NA	KOEHLER	NA	2000	9	25
DIETER	NA	LANG	NA	1972	9	26
FRANK	NA	SCHNEIDER	NA	1937	11	17
FRANK	NA	WOLF	NA	1938	8	18
DENNIS	NA	MUELLER	NA	1989	11	8
MANFRED	NA	MEYER	NA	1964	3	25
BERND	NA	LANG	NA	1941	2	9
JUERGEN	NA	WALTER	NA	1955	8	27
OLIVER	ANDREAS	SCHMIDT	NA	1979	1	18
MARTIN	NA	MUELLER	NA	1977	5	27
WERNER	NA	BERGER	NA	1943	5	1
ULRICH	NA	SOMMER	NA	1987	12	9
UWE	NA	PFEIFFER	NA	1971	1	2
GERD	NA	LANG	NA	1933	12	20
HELMUT	NA	WINTER	NA	1979	5	15
HEINZ	NA	KUHN	NA	1950	4	7
RALF	NA	LEHMANN	NA	1943	7	25
HERBERT	NA	KELLER	NA	1940	5	17
PETER	NA	HERRMANN	NA	1964	1	3
PETER	NA	HEINRICH	NA	1956	12	27
CARSTEN	NA	KLEIN	NA	1982	7	24
JOERG	NA	MEIER	NA	1974	1	10
RALF	NA	WAGNER	NA	1933	9	7
DIETER	HERMANN	MUELLER	NA	1970	7	22
MANFRED	NA	MUELLER	NA	1965	8	13
FRANK	NA	MUELLER	NA	1946	8	18
FRANK	NA	KOCH	NA	1972	7	5
ALFRED	NA	HARTMANN	NA	1938	4	12
HORST	NA	HOFFMANN	NA	2008	8	1
AXEL	NA	ZIMMERMANN	NA	1988	6	23
JENS	NA	FISCHER	NA	1949	11	20
HARALD	NA	WEBER	NA	1924	10	8
RICHARD	NA	MUELLER	NA	1974	9	3
CARSTEN	NA	KELLER	NA	1980	1	18
GERHARD	NA	WEISS	NA	1998	2	21
FLORIAN	NA	MUELLER	NA	1935	11	29
DIETER	NA	LANGE	NA	1964	4	8
WILHELM	NA	BECKER	NA	1998	10	27
BERND	NA	ROTH	NA	1988	10	31
CHRISTIAN	NA	FISCHER	NA	1954	8	14
JOERG	NA	KRUEGER	NA	1958	1	6
THOMAS	NA	BOEHM	NA	1950	4	22
STEFAN	NA	SCHMIDT	NA	1975	7	19
SVEN	NA	KOCH	NA	1976	5	29
CARSTEN	NA	FRIERICH	NA	1934	11	15
THOMAS	NA	SCHAEFER	NA	1992	12	25
ALEXANDER	NA	LORENZ	NA	1931	11	19
GUENTHER	NA	WALTER	NA	1956	3	11
MANFRED	JOERG	SCHULZ	NA	1959	5	25
GEORG	NA	KOERTIG	NA	1975	9	26
PETER	NA	SAUER	NA	1959	9	28
CHRISTIAN	NA	BERGMANN	NA	1937	1	26
DANIEL	NA	BRAUN	NA	1969	4	22
WERNER	NA	FUCHS	NA	1935	10	2
RAINER	NA	LEHMANN	NA	1966	7	14
HELMUT	NA	MUELLER	NA	1961	7	29
DIRK	NA	RICHTER	NA	1964	7	4
KALAUS	NA	WOLF	NA	1972	10	16
GERD	NA	LANG	NA	1938	12	20
ANDREAS	NA	HUBER	NA	1983	5	3
NORBERT	NA	MUELLER	NA	1928	11	10
DIETER	NA	WEBER	NA	1957	2	9
HORST	NA	SCHMIDT	NA	1967	9	11
HORST	JENS	SCHULZE	NA	1968	8	21
ANDREAS	NA	KRAUS	NA	1967	11	27
KURT	NA	RICHTER	NA	1999	7	14
ERNST	NA	SCHULZ	NA	2003	2	28
THOMAS	NA	BERGER	NA	1981	2	28
KLAUS	NA	SCHMITT	NA	1960	6	19
JAN	NA	SCHNEIDER	NA	1941	7	9
ALEXANDER	NA	KOEHLER	NA	1964	1	3
MANFRED	NA	NEUMANN	NA	1954	11	15
JUERGEN	NA	LEHMANN	NA	2005	9	18
JUERGEN	NA	FISCHER	NA	1969	1	15
JOHANNES	NA	KOCH	NA	1965	9	1
JAN	NA	HOFFMANN	NA	1924	5	20
GERHARD	NA	FRANK	NA	1964	12	28
ANDREAS	NA	SCHMITZ	NA	1981	11	12
MAIK	NA	JUNG	NA	1987	8	26
CHRISTOPH	NA	MUELLER	NA	1952	8	19
SVEN	NA	HORN	NA	1964	12	4
DANIEL	NA	HOFFMANN	NA	1926	9	19
SVEN	NA	WAGNER	NA	1993	2	12
DIETER	NA	SOMMER	NA	1937	12	17
WERNER	NA	GROSS	NA	1942	9	20
WILHELM	NA	WEBER	NA	1981	1	18
KLAUS	NA	MARTIN	NA	1979	1	17
KLAUS	NA	WOLF	NA	1972	10	16
GERHARD	NA	KOCH	NA	1964	2	27
CHRISTIAN	NA	SCHMIDT	NA	1990	5	3
OLIVER	NA	BAUER	NA	1957	6	29
JOACHIM	NA	HOFMANN	NA	1994	3	23
JUERGEN	DIRK	MUELLER	NA	2006	2	5
JOACHIM	NA	BRAUN	NA	1931	3	2
RAINER	NA	BECK	NA	1980	12	8
JOERG	NA	SEIDEL	NA	1980	8	11
UWE	NA	MOELLER	NA	1949	1	16
KLAUS	NA	WERNER	NA	1952	2	21
FRIEDRICH	NA	SCHAEFER	NA	1945	1	12
JOERG	NA	KRUEGER	NA	1958	1	7
STEFAN	NA	SCHNEIDER	NA	1997	2	1
RUDOLF	NA	LORENZ	NA	1991	8	4
RUDOLF	NA	MUELLER	NA	1939	8	21
THORSTEN	NA	ERNST	NA	1973	10	10
FRANK	NA	MAIER	NA	1946	10	11
MATTHIAS	NA	KOEHLER	NA	1986	1	12
MARKUS	NA	MEYER	NA	1977	4	22
DANIEL	NA	ALBRECHT	NA	1981	1	28
ROLF	NA	ZIEGLER	NA	1983	7	1
THOMAS	NA	FRIEDRICH	NA	1962	5	28
THOMAS	NA	MUELLER	NA	1966	10	20
WALTER	THORSTEN	LUDWIG	NA	1962	6	20
BERND	NA	SAUER	NA	1976	4	21
JAN	NA	RICHTER	NA	2003	10	27
ERICH	NA	WEBER	NA	1937	4	19
JUERGEN	NA	KOERTIG	NA	1930	3	23
MARTIN	NA	SCHAEFER	NA	1931	6	10
HOLGER	NA	VOGEL	NA	1968	9	16
ANDREAS	NA	DIETRICH	NA	1939	4	1
FRANK	NA	STEIN	NA	1929	4	13
WALTER	NA	WEBER	NA	1950	5	11
WERNER	NA	HOFMANN	NA	1977	6	18
THOMAS	NA	FISCHER	NA	1995	12	10
MARTIN	NA	BUSCH	NA	1962	6	28
SVEN	NA	BOEHM	NA	1948	2	20
HANS	NA	WERNER	NA	1976	9	9
RAINER	NILS	SCHMITZ	NA	1978	9	27
WOLFGANG	NA	KAISER	NA	1966	2	4
UWE	NA	HERRMAHN	NA	1990	9	26
ANDREAS	NA	KRAUSE	NA	1962	12	23
HANS	NA	MUELLER	NA	1954	1	10
GERHARD	WERNIR	SCHUKZ	NA	1937	10	20
GUENTHER	NA	LANGE	NA	1950	12	20
MANFRED	NA	SCHROEDER	NA	1948	12	5
GUENTHER	NA	KUEHN	NA	1982	12	15
ANDREAS	NA	MUELLER	NA	1980	10	25
FRANK	NA	BECKER	NA	1961	6	19
HEINRICH	NA	MUELLER	NA	1933	8	15
ANDREAS	NA	FRANKE	NA	2003	9	2
CHRISTIAN	NA	HOFFMANN	NA	1975	5	12
ALEXANDER	NA	KUHN	NA	1957	2	14
GERD	NA	SCHMIDT	NA	1968	11	30
HEINZ	NA	LANGE	NA	1963	1	22
DIETER	NA	KELLER	NA	1983	8	6
ANDREAS	NA	HUBER	NA	1991	10	15
PETER	NA	KRAUSE	NA	1969	5	17
RAINER	NA	SCHULTE	NA	1991	4	6
WALTER	NA	KOCH	NA	1987	10	28
MICHAEL	JUERGEN	SCHAEFER	NA	2004	1	19
RENE	NA	HOFFMANN	NA	1995	1	22
MICHAEL	NA	HUBER	NA	1980	11	20
PAUL	NA	BUSCH	NA	1994	6	24
SEBASTIAN	NA	SCHNEIDER	NA	2007	9	30
MARTIN	NA	KLEIN	NA	1978	3	1
ANDREAS	NA	SEIDEL	NA	1998	12	31
GERD	NA	SCHREIBER	NA	1969	5	11
THORSTEN	NA	MEIER	NA	1962	10	22
PETER	NA	FRANKE	NA	1961	2	21
UWE	NA	SCHMIDT	NA	1926	2	16
ANDRE	NA	SCHULZE	NA	1988	2	7
BERND	NA	SCHROEDER	NA	1945	2	6
JOERGD	NA	SCHWARZ	NA	1939	1	11
THORSTEN	NA	KRAEMER	NA	1951	9	8
MARTIN	NA	SCHMITT	NA	1989	2	13
JAN	NA	POHL	NA	1999	1	3
MARKUS	NA	BAUER	NA	1949	1	12
PEPTER	NA	FRANK	NA	1990	7	1
UWE	NA	WINKLER	NA	1973	10	19
MICHAEL	NA	SCHNEIDER	NA	1973	4	2
KLAUS	NA	MUELLER	NA	1956	11	23
PETER	NA	SCHMIDT	NA	1966	2	8
JUERGEN	NA	MUELLER	NA	1993	8	31
KLAUS	NA	MUELLER	NA	1997	4	25
MARTIN	NA	HERRMANN	NA	1925	11	16
FRANK	NA	FISCHER	NA	1948	12	28
NORBERT	NA	HEINRICH	NA	1963	11	9
JOACHIM	NA	SCHMIDT	NA	1984	2	13
WERNER	NA	SCHULZ	NA	1950	1	10
JUERGEN	NA	SCHMIDT	NA	1991	7	17
MARTIN	NA	HAHN	NA	2008	7	28
ROBERT	NA	KAISER	NA	1998	3	2
KLAUS	NA	KRAUS	NA	1980	1	23
GUENTHER	NA	KUHN	NA	1982	11	7
ANDREAS	NA	SCHAEFER	NA	1958	1	7
MATTHIAS	NA	PETERS	NA	2001	7	29
PAUL	NA	SCHULZ	NA	1931	12	17
DIETER	NA	WEBER	NA	1978	7	12
WOLFGANG	NA	HERRMANN	NA	2001	9	4
GUENTHER	NA	ENGEL	NA	1982	2	20
UWE	NA	MUELLER	NA	1937	11	28
HORST	NA	JUNG	NA	1956	1	22
MATTHIAS	NA	MUELLER	NA	1966	9	21
ROLF	NA	SCHNEIDER	NA	1960	2	3
HEINZ	NA	SCHUSTER	NA	1959	8	14
JENS	NA	RICHTER	NA	1994	2	4
RALF	NA	BAUER	NA	1956	5	15
JENS	NA	SCHMITZ	NA	1966	10	22
PATRICK	NA	HEINRICH	NA	1927	6	28
VOLKER	NA	BECKER	NA	1939	4	11
KLAUS	NA	SEIDEL	NA	1992	5	5
MICHAEL	NA	FISCHER	NA	1929	6	11
KAI	NA	LANGE	NA	1949	2	8
ERNST	NA	HOFMANN	NA	1996	2	3
THORSTEN	NA	WEISS	NA	1941	5	14
STEFAN	NA	BECKER	NA	2002	10	10
JOERG	NA	WALTER	NA	1988	3	6
KAI	NA	SCHMIDT	NA	1951	11	18
PAUL	NA	PETERS	NA	1978	3	16
GERHARD	NA	VOGEL	NA	1969	8	23
CHRISTIAN	NA	SCHMIDT	NA	1966	9	12
FRITZ	NA	MEIER	NA	2001	5	7
CARSTEN	NA	WERNER	NA	1953	5	6
FRANK	NA	KLEIN	NA	1973	9	6
MARKUS	NA	FUCHS	NA	1977	8	2
ANDREAS	NA	MUELLER	NA	1992	4	3
HORST	NA	SCHUBERT	NA	1934	10	4
PETER	NA	SCHUBERT	NA	1957	8	20
PETER	NA	WAGNER	NA	1998	6	17
PETER	NA	RICHTER	NA	1941	10	22
HERBERT	NA	SCHUBERT	NA	1958	10	22
MARCO	NA	LEHMANN	NA	1944	7	16
PETER	NA	SCHUBERT	NA	1967	8	20
MICHAEL	NA	ZIEGLER	NA	1980	11	30
HANSC	NA	LORENZ	NA	1930	8	22
ALEXANDER	NA	MUELLER	NA	1981	4	7
MARTIN	OLAF	SCHULZE	NA	1942	7	5
DANIEL	NA	KRAUSE	NA	1980	2	5
DIRK	NA	DIETRICH	NA	1965	12	3
ROLF	NA	SCHUBERT	NA	1983	10	13
CARSTEN	NA	VOGT	NA	1969	8	24
KLAUS	NA	HOFMANN	NA	1930	11	2
THOMAS	NA	FRANK	NA	1953	2	8
UWE	NA	MUELLER	NA	1971	8	4
HORST	NA	LEHMANN	NA	1969	6	25
VOLKER	NA	FISCHER	NA	1954	2	10
WOLFGANG	NA	PETERS	NA	1967	11	24
RUEDIGER	MICHAEL	SCHMITZ	NA	1968	12	26
MARTIN	NA	WEBER	NA	1929	9	27
HERMANN	NA	VOGEL	NA	1995	6	29
ROLF	NA	KOCH	NA	1930	6	21
HEINZ	NA	SCHMIDT	NA	1963	9	4
PETER	NA	RICHTER	NA	1970	8	14
THOMAS	NA	WOLF	NA	1960	8	25
RAINER	NA	POUHL	NA	1971	10	24
MATTHIAS	NA	SCHMIDT	NA	1958	4	4
HOLGER	NA	WAGNER	NA	1985	4	9
DIETER	NA	SAUER	NA	1964	11	2
THORSTEN	NA	KUEHN	NA	1939	10	12
WALTER	NA	KRAEMER	NA	1935	9	9
FRANK	NA	SCHMITZ	NA	2004	12	14
WERNER	NA	BRANDT	NA	1998	9	18
HANS	NA	SCHMIDT	NA	1942	10	23
HORST	NA	MUELLER	NA	2001	2	20
STEFAN	NA	WAGNER	NA	1962	4	24
STEFAN	NA	HOFFMANN	NA	1982	1	29
ANDREAS	NA	MAIER	NA	1969	12	2
STEFAN	NA	HOFFMAFN	NA	1984	6	26
ANDREAS	NA	SCHNEIDER	NA	1934	8	29
KLAUS	NA	WAGNER	NA	1968	5	14
ROLF	NA	STEIN	NA	1953	6	24
GUENTHER	NA	HERRMANN	NA	1941	4	25
ANDRE	NA	NEUMANN	NA	1938	2	8
WILHELM	NA	KRUEGER	NA	1989	8	19
HELMUT	NA	ROTH	NA	1961	6	8
JUERGEQN	NA	MUELLER	NA	1964	5	24
MICHAEL	NA	SCHMIDT	NA	1984	7	8
MARKUS	NA	SAUER	NA	1943	12	11
HANS	NA	SCHAEFER	NA	1929	7	3
HANS	NA	VOGEL	NA	1971	7	7
GERD	NA	ENGEL	NA	1963	11	22
ERNST	NA	BECKER	NA	1980	6	8
WILVHELM	NA	HAHN	NA	1979	11	28
MARRK	NA	SCHAEFER	NA	1947	1	28
KLAUS	NA	WALTER	NA	2001	2	24
HORST	NA	MUELLER	NA	1981	8	21
THORSTEN	NA	MUELLER	NA	1938	9	12
HELMUT	NA	SCHNEIDER	NA	1956	10	6
ROLF	NA	SCHAEFER	NA	1962	4	12
HORST	NA	ENGEL	NA	2001	6	29
HERMANN	NA	SCHNEIDER	NA	1974	1	17
HORST	NA	SCHULZE	NA	1970	12	10
DIETER	WOLFGANG	MEIER	NA	1959	8	20
KLAUS	NA	MAIER	NA	1965	10	4
WERNER	NA	SCHULZ	NA	1955	5	1
HOLGER	NA	NEUMANN	NA	1959	12	14
FRANK	NA	BECKER	NA	1969	9	2
HORST	NA	SCHOLZ	NA	1930	11	14
KLAUS	NA	JUNG	NA	1975	5	30
JAN	NA	HUBER	NA	1970	7	19
CHRISTIAN	NA	BRANDT	NA	2001	1	25
DIETHER	NA	WINTER	NA	2008	11	1
NORBERT	NA	HARTMANN	NA	2006	10	24
MARTIN	NA	SCHULZ	NA	1958	7	19
THOMAS	NA	KOCH	NA	1924	9	19
HEINZ	NA	SCHROEDER	NA	1995	10	13
DIETER	NA	HAAS	NA	1991	8	27
ULRICH	NA	HARTMANN	NA	1948	4	1
KLAUS	NA	MOELLER	NA	1975	3	7
CHRISTIAN	NA	WINTER	NA	1992	7	2
HEINZ	GERD	KOCH	NA	1975	1	20
PETER	NA	BAUEF	NA	1943	12	13
GUENTHER	NA	HARTMANN	NA	1931	2	23
MARKUS	NA	ZIEGLER	NA	1961	1	1
RAINER	NA	MUELLER	NA	1987	9	5
PETER	NA	SCHWARZ	NA	1974	8	31
MATTHIAS	NA	WEISS	NA	1987	9	19
HERBERT	NA	SCHULZE	NA	1955	9	4
BERNHARD	NA	DIETRICH	NA	1947	4	20
THOMAS	NA	KRUEGER	NA	1964	1	27
ANDREAS	NA	SCHMITZ	NA	2001	9	30
LOTHAR	NA	BOEHM	NA	1935	5	6
THOMAS	NA	NEUMANN	NA	1958	11	6
CARSTEN	NA	THOMAS	NA	1977	6	26
GUENTHER	NA	WALTER	NA	1973	7	8
AXEML	NA	KLEIN	NA	1960	9	10
PAUL	NA	MUELLER	NA	1957	10	15
CHRISTIAN	NA	KOCH	NA	1961	5	7
BERND	MARCO	FISCHER	NA	1943	4	1
ALEXANDER	NA	BRANDT	NA	1991	5	1
OLIVER	NA	SCHOLZ	NA	1994	9	17
OTTO	NA	SCHMIDT	NA	1947	12	19
WILHELM	NA	HAHN	NA	1979	11	28
HORST	NA	ENGEL	NA	1996	11	10
PETER	NA	DIETRICH	NA	1970	9	5
THOMAS	NA	MUELLER	NA	2004	3	9
WOLFGANG	NA	WEBER	NA	1958	7	26
KARL	NA	KRUEGER	NA	1963	9	30
HANS	NA	SCHULZE	NA	1972	3	8
HELMUT	NA	GUENTHER	NA	1949	6	29
KLAUS	NA	BERGER	NA	1960	2	13
WERNER	NA	PFEIFFER	NA	1956	6	4
HORST	GERHARD	KAISER	NA	1985	3	27
MICHAEL	NA	FUCHS	NA	1966	5	17
KARL	NA	FRIEDRICH	NA	1951	12	8
RUDOLF	NA	SCHMIDT	NA	1928	8	13
JAN	NA	MUELLER	NA	2005	11	27
FRANK	NA	WEBER	NA	1939	2	19
SVEN	NA	SCHREIBER	NA	1985	9	17
GERHARD	NA	SCHMIDT	NA	1981	6	14
HORST	NA	SCHULTE	NA	1999	10	22
CARSTEN	NA	FISCHER	NA	2000	4	14
RAINER	NA	HERRMANN	NA	1975	9	30
SVEN	NA	MEYER	NA	1948	1	15
HERBERT	NA	MUELLER	NA	1991	8	15
BERND	NA	MAYER	NA	1928	1	10
BERND	NA	KAISER	NA	1976	1	18
PAUL	NA	HARTMANN	NA	1940	6	28
MARCO	NA	LORENZ	NA	1968	12	17
CARSTEN	NA	MEYRR	NA	1952	8	16
GUENTHER	NA	SCHNEIDER	NA	1980	8	7
THORSTEN	NA	MEYER	NA	1932	10	15
JUERGEN	NA	SCHUSTER	NA	1968	11	21
MARKUS	NA	BOEHM	NA	1976	12	4
UWE	NA	JAEGER	NA	1971	3	17
MICHAEL	NA	BERGMANN	NA	1956	5	23
HOLGER	NA	KOCH	NA	1930	8	21
HELMUT	NA	FISCHER	NA	1969	3	20
PETER	ROLF	ZIMMERMANN	NA	1945	11	21
GERHARD	NA	SCHULZE	NA	1946	9	20
MANFRED	JUERGEN	HERRMANN	NA	1997	3	26
JOACHIM	NA	KOERTIG	NA	1981	4	24
UWE	NA	KOCH	NA	2006	4	27
HORST	NA	WINKLER	NA	1990	7	2
BERND	NA	GRAF	NA	1946	6	17
KURT	NA	BUSCH	NA	1992	11	25
ALEXANDER	HOLGER	KUHN	NA	1961	6	6
GUENTHER	NA	MEYER	NA	1979	6	13
WILLI	NA	GROSS	NA	1969	5	30
ROLF	NA	FISCHER	NA	1969	2	20
RAINER	NA	ALBRECHT	NA	1983	4	29
STEFAN	NA	WAGNER	NA	1926	8	22
NILS	NA	LANGE	NA	1983	3	31
NILS	NA	SCHMIDT	NA	1936	10	6
MICHAEL	NA	ROTH	NA	1968	12	26
MARIO	NA	KRUEGER	NA	1969	9	22
PETEAR	NA	LORENZ	NA	1961	9	6
WOLFGANG	NA	KLEIN	NA	1943	8	25
FRANK	NA	MUELLER	NA	1985	12	4
KURT	NA	SCHAEFER	NA	2004	12	9
MICHAEL	NA	MEYER	NA	1939	4	9
SVEN	NA	KOCH	NA	1991	8	12
HELMUT	NA	SCHULZ	NA	2008	7	3
JAN	NA	FRIEDRICH	NA	1949	10	8
MARTIN	NA	LEHMANN	NA	1991	1	13
DIETER	NA	SCHNEIDER	NA	1952	1	4
SEBASTIAN	NA	HOFMANN	NA	1950	7	11
KLAUS	NA	WEBER	NA	1980	8	1
JOACHIM	NA	LEHMANN	NA	1959	5	10
SVEN	NA	BRANDT	NA	1955	5	28
UWE	NA	SCHULZE	NA	1977	5	8
JUERGEN	NA	HEINRICH	NA	1956	7	22
JENS	NA	WAGNER	NA	1976	8	14
GERHARD	NA	WAGNER	NA	2006	7	9
HOLGER	NA	MEIER	NA	1986	7	11
UWE	NA	MUELLER	NA	1971	10	18
GERHARD	NA	HOFMANN	LORENZ	1978	5	20
VOLKER	NA	SOMMER	NA	1973	10	30
ROLF	NA	HOFMANN	NA	1984	11	2
STEFAN	NA	SCHNEIDER	NA	1967	3	31
THOMAS	NA	MUELLER	NA	1961	12	26
HELMUT	NA	MEYER	NA	1992	12	22
GUENTHER	WOLFGANG	KUHN	NA	1963	8	6
STEFAN	NA	SCHNEIDER	NA	1970	10	29
HELMAUT	NA	MAYER	NA	1965	7	23
MARCEL	NA	RICHTER	NA	2003	6	21
GERD	NA	NEUMANN	NA	1942	4	7
JUERGEN	NA	THOMAS	NA	1992	10	24
KLAUS	NA	BECKGR	NA	1966	11	2
HERBERT	NA	LUDWIG	NA	1986	3	28
HARALD	NA	WOLFF	NA	1985	3	24
FRANK	NA	SCHROEDER	NA	1994	9	14
WALTER	NA	MUELLER	NA	2005	4	27
JENS	NA	MEYER	NA	1960	2	2
GEORG	NA	HEINRICH	NA	2005	4	17
RAINER	NA	WAGNER	NA	1962	7	21
GERD	NA	RICHTER	NA	1937	11	12
ANDRE	NA	HAHN	NA	1999	2	9
GUENTHER	NA	MOELLER	NA	1999	6	26
WERNER	TOBIAS	BRANDT	NA	1998	6	4
BERND	NA	FISCHER	NA	1970	3	29
WOLFGANG	NA	FISCHER	NA	2004	8	3
CHRISTIAN	NA	WOLF	NA	1982	2	17
MANFRED	NA	SCHULZ	NA	1989	1	9
KLAUS	NA	KOCH	NA	1985	4	23
MATTHIAS	NA	HARTMANN	NA	1964	12	18
MICHAELL	NA	WEBER	NA	1976	3	31
ALEXANDER	NA	NEUMANN	NA	1955	7	21
WOLFGANG	NA	BECKER	NA	2007	4	75
WILHELM	NA	WALTER	NA	1946	11	19
MANFRED	NA	SCHWARZ	NA	1937	7	1
MARTIN	NA	BAUER	NA	1939	3	22
GUENTHER	NA	BECKER	NA	1973	11	29
WERNER	NA	MEYER	NA	1933	3	22
DIRK	NA	SCHAEFER	NA	1958	6	22
